userID,trajID,poiID,startTime,endTime,#photo,trajLen,poiDuration
96430093@N05,6635,24,6,6,73,4,1
96430093@N05,6635,6,6,6,74,4,1
79172203@N00,5625,19,6,6,75,4,1
79172203@N00,5625,14,6,6,76,4,1
79172203@N00,5625,24,6,6,77,4,1
79172203@N00,5625,6,6,6,78,4,1
8347765@N06,5944,24,6,6,79,3,1
8347765@N06,5944,14,6,6,80,3,1
8347765@N06,5944,19,6,6,81,3,1
10182842@N08,74,24,6,6,82,3,1
10182842@N08,74,14,6,6,83,3,1
10182842@N08,74,19,6,6,84,3,1
40910200@N06,3256,24,6,6,85,4,1
40910200@N06,3256,5,6,6,86,4,1
40910200@N06,3256,12,6,6,87,4,1
40910200@N06,3256,19,6,6,88,4,1
79172203@N00,5634,24,6,6,89,5,1
79172203@N00,5634,12,6,6,90,5,1
79172203@N00,5634,6,6,6,91,5,1
79172203@N00,5634,16,6,6,92,5,1
79172203@N00,5634,19,6,6,93,5,1
47736026@N04,3715,24,6,6,94,4,1
47736026@N04,3715,20,6,6,95,4,1
47736026@N04,3715,14,6,6,96,4,1
47736026@N04,3715,19,6,6,97,4,1
10182842@N08,69,24,6,6,98,6,1
10182842@N08,69,25,6,6,99,6,1
10182842@N08,69,13,6,6,100,6,1
10182842@N08,69,16,6,6,101,6,1
10182842@N08,69,8,6,6,102,6,1
10182842@N08,69,19,6,6,103,6,1
14042144@N07,754,24,6,6,104,4,1
14042144@N07,754,7,6,6,105,4,1
14042144@N07,754,14,6,6,106,4,1
14042144@N07,754,19,6,6,107,4,1
79172203@N00,5624,24,6,6,108,3,1
79172203@N00,5624,6,6,6,109,3,1
79172203@N00,5624,19,6,6,110,3,1
10182842@N08,53,8,6,6,111,4,1
10182842@N08,53,16,6,6,112,4,1
10182842@N08,53,7,6,6,113,4,1
10182842@N08,53,15,6,6,114,4,1
41453183@N05,3278,16,6,6,115,4,1
41453183@N05,3278,14,6,6,116,4,1
41453183@N05,3278,18,6,6,117,4,1
41453183@N05,3278,7,6,6,118,4,1
48889068621@N01,3790,16,6,6,119,3,1
48889068621@N01,3790,12,6,6,120,3,1
48889068621@N01,3790,7,6,6,121,3,1
92328493@N00,6420,16,6,6,122,3,1
92328493@N00,6420,18,6,6,123,3,1
92328493@N00,6420,7,6,6,124,3,1
23716112@N06,1576,16,6,6,125,13,1
23716112@N06,1576,10,6,6,126,13,1
23716112@N06,1576,6,6,6,127,13,1
23716112@N06,1576,24,6,6,128,13,1
23716112@N06,1576,4,6,6,129,13,1
23716112@N06,1576,14,6,6,130,13,1
23716112@N06,1576,19,6,6,131,13,1
23716112@N06,1576,20,6,6,132,13,1
23716112@N06,1576,15,6,6,133,13,1
23716112@N06,1576,22,6,6,134,13,1
23716112@N06,1576,25,6,6,135,13,1
23716112@N06,1576,17,6,6,136,13,1
23716112@N06,1576,7,6,6,137,13,1
29764570@N00,2135,16,6,6,138,6,1
29764570@N00,2135,15,6,6,139,6,1
29764570@N00,2135,10,6,6,140,6,1
29764570@N00,2135,11,6,6,141,6,1
29764570@N00,2135,18,6,6,142,6,1
29764570@N00,2135,7,6,6,143,6,1
95133089@N00,6570,16,6,6,144,7,1
95133089@N00,6570,18,6,6,145,7,1
95133089@N00,6570,15,6,6,146,7,1
95133089@N00,6570,12,6,6,147,7,1
95133089@N00,6570,20,6,6,148,7,1
95133089@N00,6570,19,6,6,149,7,1
95133089@N00,6570,7,6,6,150,7,1
91604003@N02,6363,16,6,6,151,7,1
91604003@N02,6363,11,6,6,152,7,1
91604003@N02,6363,24,6,6,153,7,1
91604003@N02,6363,17,6,6,154,7,1
91604003@N02,6363,5,6,6,155,7,1
91604003@N02,6363,18,6,6,156,7,1
91604003@N02,6363,7,6,6,157,7,1
76024515@N07,5444,16,6,6,158,5,1
76024515@N07,5444,13,6,6,159,5,1
76024515@N07,5444,10,6,6,160,5,1
76024515@N07,5444,6,6,6,161,5,1
76024515@N07,5444,7,6,6,162,5,1
99471343@N00,6890,16,6,6,163,5,1
99471343@N00,6890,17,6,6,164,5,1
99471343@N00,6890,5,6,6,165,5,1
99471343@N00,6890,25,6,6,166,5,1
99471343@N00,6890,7,6,6,167,5,1
51311897@N00,4011,24,6,6,168,3,1
51311897@N00,4011,21,6,6,169,3,1
51311897@N00,4011,4,6,6,170,3,1
39146060@N00,3129,24,6,6,171,6,1
39146060@N00,3129,17,6,6,172,6,1
39146060@N00,3129,5,6,6,173,6,1
39146060@N00,3129,18,6,6,174,6,1
39146060@N00,3129,25,6,6,175,6,1
39146060@N00,3129,4,6,6,176,6,1
79172203@N00,5619,24,6,6,177,3,1
79172203@N00,5619,13,6,6,178,3,1
79172203@N00,5619,4,6,6,179,3,1
37763182@N03,2808,18,6,6,180,3,1
37763182@N03,2808,10,6,6,181,3,1
37763182@N03,2808,1,6,6,182,3,1
21228638@N00,1092,18,6,6,183,4,1
21228638@N00,1092,7,6,6,184,4,1
21228638@N00,1092,5,6,6,185,4,1
21228638@N00,1092,1,6,6,186,4,1
28555425@N00,2023,18,6,6,187,9,1
28555425@N00,2023,24,6,6,188,9,1
28555425@N00,2023,20,6,6,189,9,1
28555425@N00,2023,14,6,6,190,9,1
28555425@N00,2023,25,6,6,191,9,1
28555425@N00,2023,17,6,6,192,9,1
28555425@N00,2023,19,6,6,193,9,1
28555425@N00,2023,6,6,6,194,9,1
28555425@N00,2023,1,6,6,195,9,1
41556385@N06,3296,4,6,6,196,3,1
41556385@N06,3296,25,6,6,197,3,1
41556385@N06,3296,22,6,6,198,3,1
45352977@N05,3593,4,6,6,199,7,1
45352977@N05,3593,14,6,6,200,7,1
45352977@N05,3593,11,6,6,201,7,1
45352977@N05,3593,18,6,6,202,7,1
45352977@N05,3593,12,6,6,203,7,1
45352977@N05,3593,6,6,6,204,7,1
45352977@N05,3593,25,6,6,205,7,1
27934342@N00,1974,8,6,6,206,3,1
27934342@N00,1974,25,6,6,207,3,1
27934342@N00,1974,7,6,6,208,3,1
22826842@N04,1376,8,6,6,209,4,1
22826842@N04,1376,14,6,6,210,4,1
22826842@N04,1376,19,6,6,211,4,1
22826842@N04,1376,7,6,6,212,4,1
35498711@N04,2593,3,6,6,213,5,1
35498711@N04,2593,22,6,6,214,5,1
35498711@N04,2593,19,6,6,215,5,1
35498711@N04,2593,6,6,6,216,5,1
35498711@N04,2593,9,6,6,217,5,1
24503701@N02,1675,17,6,6,218,6,1
24503701@N02,1675,7,6,6,219,6,1
24503701@N02,1675,24,6,6,220,6,1
24503701@N02,1675,12,6,6,221,6,1
24503701@N02,1675,16,6,6,222,6,1
24503701@N02,1675,4,6,6,223,6,1
50751757@N00,3973,17,6,6,224,12,1
50751757@N00,3973,16,6,6,225,12,1
50751757@N00,3973,12,6,6,226,12,1
50751757@N00,3973,25,6,6,227,12,1
50751757@N00,3973,24,6,6,228,12,1
50751757@N00,3973,23,6,6,229,12,1
50751757@N00,3973,7,6,6,230,12,1
50751757@N00,3973,3,6,6,231,12,1
50751757@N00,3973,10,6,6,232,12,1
50751757@N00,3973,1,6,6,233,12,1
50751757@N00,3973,18,6,6,234,12,1
50751757@N00,3973,4,6,6,235,12,1
88859913@N00,6188,17,6,6,236,4,1
88859913@N00,6188,25,6,6,237,4,1
88859913@N00,6188,16,6,6,238,4,1
88859913@N00,6188,7,6,6,239,4,1
10182842@N08,65,17,6,6,240,7,1
10182842@N08,65,23,6,6,241,7,1
10182842@N08,65,16,6,6,242,7,1
10182842@N08,65,10,6,6,243,7,1
10182842@N08,65,5,6,6,244,7,1
10182842@N08,65,18,6,6,245,7,1
10182842@N08,65,7,6,6,246,7,1
34154171@N00,2474,17,6,6,247,3,1
34154171@N00,2474,11,6,6,248,3,1
34154171@N00,2474,7,6,6,249,3,1
107470608@N03,247,25,6,6,250,3,1
107470608@N03,247,18,6,6,251,3,1
107470608@N03,247,15,6,6,252,3,1
23951075@N06,1635,7,6,6,253,4,1
23951075@N06,1635,16,6,6,254,4,1
23951075@N06,1635,13,6,6,255,4,1
23951075@N06,1635,24,6,6,256,4,1
33063488@N02,2378,7,6,6,257,6,1
33063488@N02,2378,11,6,6,258,6,1
33063488@N02,2378,18,6,6,259,6,1
33063488@N02,2378,10,6,6,260,6,1
33063488@N02,2378,17,6,6,261,6,1
33063488@N02,2378,24,6,6,262,6,1
82418556@N00,5846,7,6,6,263,5,1
82418556@N00,5846,18,6,6,264,5,1
82418556@N00,5846,22,6,6,265,5,1
82418556@N00,5846,25,6,6,266,5,1
82418556@N00,5846,24,6,6,267,5,1
97463056@N00,6721,7,6,6,268,3,1
97463056@N00,6721,18,6,6,269,3,1
97463056@N00,6721,24,6,6,270,3,1
18366889@N00,987,19,6,6,271,3,1
18366889@N00,987,6,6,6,272,3,1
18366889@N00,987,16,6,6,273,3,1
79172203@N00,5653,19,6,6,274,3,1
79172203@N00,5653,6,6,6,275,3,1
79172203@N00,5653,16,6,6,276,3,1
35498711@N04,2591,19,6,6,277,3,1
35498711@N04,2591,13,6,6,278,3,1
35498711@N04,2591,16,6,6,279,3,1
39438001@N00,3144,19,6,6,280,6,1
39438001@N00,3144,17,6,6,281,6,1
39438001@N00,3144,24,6,6,282,6,1
39438001@N00,3144,7,6,6,283,6,1
39438001@N00,3144,13,6,6,284,6,1
39438001@N00,3144,16,6,6,285,6,1
51311897@N00,4007,19,6,6,286,3,1
51311897@N00,4007,8,6,6,287,3,1
51311897@N00,4007,16,6,6,288,3,1
56999509@N00,4272,19,6,6,289,4,1
56999509@N00,4272,8,6,6,290,4,1
56999509@N00,4272,25,6,6,291,4,1
56999509@N00,4272,16,6,6,292,4,1
64576282@N00,4895,19,6,6,293,3,1
64576282@N00,4895,18,6,6,294,3,1
64576282@N00,4895,16,6,6,295,3,1
68255606@N00,5123,19,6,6,296,3,1
68255606@N00,5123,24,6,6,297,3,1
68255606@N00,5123,16,6,6,298,3,1
91535662@N06,6356,19,6,6,299,3,1
91535662@N06,6356,14,6,6,300,3,1
91535662@N06,6356,16,6,6,301,3,1
92025065@N00,6404,19,6,6,302,3,1
92025065@N00,6404,14,6,6,303,3,1
92025065@N00,6404,16,6,6,304,3,1
64569741@N00,4882,19,6,6,305,7,1
64569741@N00,4882,24,6,6,306,7,1
64569741@N00,4882,12,6,6,307,7,1
64569741@N00,4882,14,6,6,308,7,1
64569741@N00,4882,11,6,6,309,7,1
64569741@N00,4882,18,6,6,310,7,1
64569741@N00,4882,16,6,6,311,7,1
29226532@N00,2068,19,6,6,312,3,1
29226532@N00,2068,23,6,6,313,3,1
29226532@N00,2068,16,6,6,314,3,1
10450800@N03,188,7,6,6,315,4,1
10450800@N03,188,11,6,6,316,4,1
10450800@N03,188,14,6,6,317,4,1
10450800@N03,188,15,6,6,318,4,1
22309110@N03,1271,16,6,6,319,4,1
22309110@N03,1271,24,6,6,320,4,1
22309110@N03,1271,14,6,6,321,4,1
22309110@N03,1271,22,6,6,322,4,1
52615621@N07,4078,16,6,6,323,9,1
52615621@N07,4078,6,6,6,324,9,1
52615621@N07,4078,14,6,6,325,9,1
52615621@N07,4078,20,6,6,326,9,1
52615621@N07,4078,24,6,6,327,9,1
52615621@N07,4078,8,6,6,328,9,1
52615621@N07,4078,4,6,6,329,9,1
52615621@N07,4078,13,6,6,330,9,1
52615621@N07,4078,22,6,6,331,9,1
108118224@N04,252,16,6,6,332,3,1
108118224@N04,252,12,6,6,333,3,1
108118224@N04,252,22,6,6,334,3,1
22309110@N03,1281,16,6,6,335,3,1
22309110@N03,1281,7,6,6,336,3,1
22309110@N03,1281,22,6,6,337,3,1
38235069@N00,2925,16,6,6,338,6,1
38235069@N00,2925,19,6,6,339,6,1
38235069@N00,2925,14,6,6,340,6,1
38235069@N00,2925,8,6,6,341,6,1
38235069@N00,2925,25,6,6,342,6,1
38235069@N00,2925,22,6,6,343,6,1
48166800@N00,3736,16,6,6,344,3,1
48166800@N00,3736,18,6,6,345,3,1
48166800@N00,3736,22,6,6,346,3,1
50616872@N07,3966,4,6,6,347,6,1
50616872@N07,3966,19,6,6,348,6,1
50616872@N07,3966,23,6,6,349,6,1
50616872@N07,3966,14,6,6,350,6,1
50616872@N07,3966,17,6,6,351,6,1
50616872@N07,3966,13,6,6,352,6,1
81291546@N02,5781,20,6,6,353,5,1
81291546@N02,5781,24,6,6,354,5,1
81291546@N02,5781,14,6,6,355,5,1
81291546@N02,5781,15,6,6,356,5,1
81291546@N02,5781,9,6,6,357,5,1
64098965@N00,4861,10,6,6,358,5,1
64098965@N00,4861,18,6,6,359,5,1
64098965@N00,4861,7,6,6,360,5,1
64098965@N00,4861,16,6,6,361,5,1
64098965@N00,4861,15,6,6,362,5,1
10581108@N00,216,4,6,6,363,3,1
10581108@N00,216,10,6,6,364,3,1
10581108@N00,216,23,6,6,365,3,1
38235069@N00,2920,4,6,6,366,3,1
38235069@N00,2920,17,6,6,367,3,1
38235069@N00,2920,23,6,6,368,3,1
12241674@N03,521,13,6,6,369,5,1
12241674@N03,521,10,6,6,370,5,1
12241674@N03,521,1,6,6,371,5,1
12241674@N03,521,7,6,6,372,5,1
12241674@N03,521,14,6,6,373,5,1
104785013@N07,202,13,6,6,374,3,1
104785013@N07,202,19,6,6,375,3,1
104785013@N07,202,14,6,6,376,3,1
26153219@N00,1809,6,6,6,377,13,1
26153219@N00,1809,4,6,6,378,13,1
26153219@N00,1809,25,6,6,379,13,1
26153219@N00,1809,21,6,6,380,13,1
26153219@N00,1809,7,6,6,381,13,1
26153219@N00,1809,12,6,6,382,13,1
26153219@N00,1809,20,6,6,383,13,1
26153219@N00,1809,16,6,6,384,13,1
26153219@N00,1809,18,6,6,385,13,1
26153219@N00,1809,10,6,6,386,13,1
26153219@N00,1809,5,6,6,387,13,1
26153219@N00,1809,17,6,6,388,13,1
26153219@N00,1809,23,6,6,389,13,1
78013771@N00,5551,6,6,6,390,9,1
78013771@N00,5551,19,6,6,391,9,1
78013771@N00,5551,3,6,6,392,9,1
78013771@N00,5551,8,6,6,393,9,1
78013771@N00,5551,14,6,6,394,9,1
78013771@N00,5551,25,6,6,395,9,1
78013771@N00,5551,18,6,6,396,9,1
78013771@N00,5551,16,6,6,397,9,1
78013771@N00,5551,23,6,6,398,9,1
93629101@N05,6490,22,6,6,399,5,1
93629101@N05,6490,12,6,6,400,5,1
93629101@N05,6490,24,6,6,401,5,1
93629101@N05,6490,19,6,6,402,5,1
93629101@N05,6490,16,6,6,403,5,1
37369621@N00,2748,22,6,6,404,5,1
37369621@N00,2748,25,6,6,405,5,1
37369621@N00,2748,15,6,6,406,5,1
37369621@N00,2748,20,6,6,407,5,1
37369621@N00,2748,16,6,6,408,5,1
90427028@N00,6261,22,6,6,409,3,1
90427028@N00,6261,20,6,6,410,3,1
90427028@N00,6261,16,6,6,411,3,1
92859439@N06,6443,22,6,6,412,5,1
92859439@N06,6443,1,6,6,413,5,1
92859439@N06,6443,5,6,6,414,5,1
92859439@N06,6443,7,6,6,415,5,1
92859439@N06,6443,16,6,6,416,5,1
9588819@N06,6609,22,6,6,417,4,1
9588819@N06,6609,24,6,6,418,4,1
9588819@N06,6609,19,6,6,419,4,1
9588819@N06,6609,16,6,6,420,4,1
51064846@N07,3994,22,6,6,421,4,1
51064846@N07,3994,20,6,6,422,4,1
51064846@N07,3994,6,6,6,423,4,1
51064846@N07,3994,16,6,6,424,4,1
22309110@N03,1244,22,6,6,425,4,1
22309110@N03,1244,13,6,6,426,4,1
22309110@N03,1244,24,6,6,427,4,1
22309110@N03,1244,16,6,6,428,4,1
53610434@N07,4120,11,6,6,429,9,1
53610434@N07,4120,5,6,6,430,9,1
53610434@N07,4120,10,6,6,431,9,1
53610434@N07,4120,3,6,6,432,9,1
53610434@N07,4120,18,6,6,433,9,1
53610434@N07,4120,20,6,6,434,9,1
53610434@N07,4120,6,6,6,435,9,1
53610434@N07,4120,15,6,6,436,9,1
53610434@N07,4120,14,6,6,437,9,1
102953813@N07,158,11,6,6,438,3,1
102953813@N07,158,7,6,6,439,3,1
102953813@N07,158,14,6,6,440,3,1
78127908@N04,5562,11,6,6,441,3,1
78127908@N04,5562,15,6,6,442,3,1
78127908@N04,5562,14,6,6,443,3,1
82418556@N00,5881,11,6,6,444,3,1
82418556@N00,5881,18,6,6,445,3,1
82418556@N00,5881,14,6,6,446,3,1
35237099571@N01,2560,22,6,6,447,6,1
35237099571@N01,2560,15,6,6,448,6,1
35237099571@N01,2560,16,6,6,449,6,1
35237099571@N01,2560,7,6,6,450,6,1
35237099571@N01,2560,11,6,6,451,6,1
35237099571@N01,2560,18,6,6,452,6,1
88537228@N00,6176,22,6,6,453,7,1
88537228@N00,6176,4,6,6,454,7,1
88537228@N00,6176,21,6,6,455,7,1
88537228@N00,6176,20,6,6,456,7,1
88537228@N00,6176,19,6,6,457,7,1
88537228@N00,6176,7,6,6,458,7,1
88537228@N00,6176,18,6,6,459,7,1
84601962@N00,6041,10,6,6,460,5,1
84601962@N00,6041,14,6,6,461,5,1
84601962@N00,6041,18,6,6,462,5,1
84601962@N00,6041,25,6,6,463,5,1
84601962@N00,6041,2,6,6,464,5,1
37763182@N03,2810,22,6,6,465,3,1
37763182@N03,2810,10,6,6,466,3,1
37763182@N03,2810,25,6,6,467,3,1
56228621@N03,4259,22,6,6,468,3,1
56228621@N03,4259,10,6,6,469,3,1
56228621@N03,4259,25,6,6,470,3,1
22309110@N03,1309,22,6,6,471,4,1
22309110@N03,1309,16,6,6,472,4,1
22309110@N03,1309,24,6,6,473,4,1
22309110@N03,1309,25,6,6,474,4,1
28519626@N07,2017,22,6,6,475,3,1
28519626@N07,2017,13,6,6,476,3,1
28519626@N07,2017,25,6,6,477,3,1
40185495@N00,3196,24,6,6,478,3,1
40185495@N00,3196,12,6,6,479,3,1
40185495@N00,3196,11,6,6,480,3,1
20163306@N00,1044,24,6,6,481,5,1
20163306@N00,1044,20,6,6,482,5,1
20163306@N00,1044,6,6,6,483,5,1
20163306@N00,1044,16,6,6,484,5,1
20163306@N00,1044,11,6,6,485,5,1
23113465@N08,1417,24,6,6,486,3,1
23113465@N08,1417,19,6,6,487,3,1
23113465@N08,1417,11,6,6,488,3,1
36209531@N07,2639,24,6,6,489,3,1
36209531@N07,2639,14,6,6,490,3,1
36209531@N07,2639,11,6,6,491,3,1
65959869@N08,4972,24,6,6,492,4,1
65959869@N08,4972,14,6,6,493,4,1
65959869@N08,4972,7,6,6,494,4,1
65959869@N08,4972,11,6,6,495,4,1
15409581@N00,889,23,6,6,496,8,1
15409581@N00,889,25,6,6,497,8,1
15409581@N00,889,13,6,6,498,8,1
15409581@N00,889,22,6,6,499,8,1
15409581@N00,889,24,6,6,500,8,1
15409581@N00,889,14,6,6,501,8,1
15409581@N00,889,7,6,6,502,8,1
15409581@N00,889,18,6,6,503,8,1
45067258@N00,3551,5,6,6,504,11,1
45067258@N00,3551,10,6,6,505,11,1
45067258@N00,3551,16,6,6,506,11,1
45067258@N00,3551,23,6,6,507,11,1
45067258@N00,3551,24,6,6,508,11,1
45067258@N00,3551,12,6,6,509,11,1
45067258@N00,3551,18,6,6,510,11,1
45067258@N00,3551,14,6,6,511,11,1
45067258@N00,3551,19,6,6,512,11,1
45067258@N00,3551,6,6,6,513,11,1
45067258@N00,3551,20,6,6,514,11,1
10450800@N03,187,11,6,6,515,3,1
10450800@N03,187,14,6,6,516,3,1
10450800@N03,187,19,6,6,517,3,1
102953813@N07,154,11,6,6,518,10,1
102953813@N07,154,7,6,6,519,10,1
102953813@N07,154,12,6,6,520,10,1
102953813@N07,154,4,6,6,521,10,1
102953813@N07,154,8,6,6,522,10,1
102953813@N07,154,14,6,6,523,10,1
102953813@N07,154,23,6,6,524,10,1
102953813@N07,154,16,6,6,525,10,1
102953813@N07,154,10,6,6,526,10,1
102953813@N07,154,19,6,6,527,10,1
63520495@N08,4807,11,6,6,528,3,1
63520495@N08,4807,8,6,6,529,3,1
63520495@N08,4807,22,6,6,530,3,1
48101006@N02,3721,17,6,6,531,3,1
48101006@N02,3721,19,6,6,532,3,1
48101006@N02,3721,18,6,6,533,3,1
64604717@N03,4910,17,6,6,534,3,1
64604717@N03,4910,12,6,6,535,3,1
64604717@N03,4910,18,6,6,536,3,1
81232363@N00,5778,17,6,6,537,8,1
81232363@N00,5778,23,6,6,538,8,1
81232363@N00,5778,10,6,6,539,8,1
81232363@N00,5778,11,6,6,540,8,1
81232363@N00,5778,7,6,6,541,8,1
81232363@N00,5778,16,6,6,542,8,1
81232363@N00,5778,24,6,6,543,8,1
81232363@N00,5778,18,6,6,544,8,1
11541209@N06,359,7,6,6,545,3,1
11541209@N06,359,25,6,6,546,3,1
11541209@N06,359,13,6,6,547,3,1
23322134@N02,1517,7,6,6,548,4,1
23322134@N02,1517,10,6,6,549,4,1
23322134@N02,1517,12,6,6,550,4,1
23322134@N02,1517,13,6,6,551,4,1
23866387@N03,1626,7,6,6,552,4,1
23866387@N03,1626,11,6,6,553,4,1
23866387@N03,1626,25,6,6,554,4,1
23866387@N03,1626,13,6,6,555,4,1
50903038@N00,3977,7,6,6,556,10,1
50903038@N00,3977,18,6,6,557,10,1
50903038@N00,3977,15,6,6,558,10,1
50903038@N00,3977,3,6,6,559,10,1
50903038@N00,3977,10,6,6,560,10,1
50903038@N00,3977,20,6,6,561,10,1
50903038@N00,3977,12,6,6,562,10,1
50903038@N00,3977,17,6,6,563,10,1
50903038@N00,3977,24,6,6,564,10,1
50903038@N00,3977,13,6,6,565,10,1
43725348@N00,3459,24,6,6,566,3,1
43725348@N00,3459,12,6,6,567,3,1
43725348@N00,3459,18,6,6,568,3,1
23716112@N06,1577,18,6,6,569,10,1
23716112@N06,1577,11,6,6,570,10,1
23716112@N06,1577,24,6,6,571,10,1
23716112@N06,1577,3,6,6,572,10,1
23716112@N06,1577,12,6,6,573,10,1
23716112@N06,1577,13,6,6,574,10,1
23716112@N06,1577,22,6,6,575,10,1
23716112@N06,1577,25,6,6,576,10,1
23716112@N06,1577,14,6,6,577,10,1
23716112@N06,1577,19,6,6,578,10,1
8100317@N02,5767,18,6,6,579,3,1
8100317@N02,5767,24,6,6,580,3,1
8100317@N02,5767,19,6,6,581,3,1
85864407@N08,6071,18,6,6,582,19,1
85864407@N08,6071,23,6,6,583,19,1
85864407@N08,6071,17,6,6,584,19,1
85864407@N08,6071,12,6,6,585,19,1
85864407@N08,6071,1,6,6,586,19,1
85864407@N08,6071,24,6,6,587,19,1
85864407@N08,6071,13,6,6,588,19,1
85864407@N08,6071,22,6,6,589,19,1
85864407@N08,6071,9,6,6,590,19,1
85864407@N08,6071,6,6,6,591,19,1
85864407@N08,6071,7,6,6,592,19,1
85864407@N08,6071,11,6,6,593,19,1
85864407@N08,6071,10,6,6,594,19,1
85864407@N08,6071,20,6,6,595,19,1
85864407@N08,6071,8,6,6,596,19,1
85864407@N08,6071,14,6,6,597,19,1
85864407@N08,6071,2,6,6,598,19,1
85864407@N08,6071,4,6,6,599,19,1
85864407@N08,6071,19,6,6,600,19,1
102953813@N07,152,18,6,6,601,3,1
102953813@N07,152,17,6,6,602,3,1
102953813@N07,152,19,6,6,603,3,1
50751757@N00,3971,13,6,6,604,3,1
50751757@N00,3971,12,6,6,605,3,1
50751757@N00,3971,15,6,6,606,3,1
35258228@N00,2566,13,6,6,607,3,1
35258228@N00,2566,22,6,6,608,3,1
35258228@N00,2566,15,6,6,609,3,1
35795945@N02,2608,20,6,6,610,3,1
35795945@N02,2608,17,6,6,611,3,1
35795945@N02,2608,16,6,6,612,3,1
48949906@N00,3805,2,6,6,613,18,1
48949906@N00,3805,9,6,6,614,18,1
48949906@N00,3805,15,6,6,615,18,1
48949906@N00,3805,18,6,6,616,18,1
48949906@N00,3805,7,6,6,617,18,1
48949906@N00,3805,11,6,6,618,18,1
48949906@N00,3805,1,6,6,619,18,1
48949906@N00,3805,10,6,6,620,18,1
48949906@N00,3805,6,6,6,621,18,1
48949906@N00,3805,8,6,6,622,18,1
48949906@N00,3805,14,6,6,623,18,1
48949906@N00,3805,19,6,6,624,18,1
48949906@N00,3805,23,6,6,625,18,1
48949906@N00,3805,12,6,6,626,18,1
48949906@N00,3805,25,6,6,627,18,1
48949906@N00,3805,22,6,6,628,18,1
48949906@N00,3805,24,6,6,629,18,1
48949906@N00,3805,13,6,6,630,18,1
79172203@N00,5646,6,6,6,631,4,1
79172203@N00,5646,19,6,6,632,4,1
79172203@N00,5646,12,6,6,633,4,1
79172203@N00,5646,17,6,6,634,4,1
24577327@N06,1686,6,6,6,635,3,1
24577327@N06,1686,7,6,6,636,3,1
24577327@N06,1686,17,6,6,637,3,1
